text,label,book_id
"And also yf
ye doo in lyke manere as this treatise shewyth you : ye shal haue no
nede to take of other men̄ys : whiles ye shal haue ynough of your
owne takyng yf ye lyste to labour therfo | re. whyche shall be to
you a very pleasure to se the fayr bryght shynynge scalyd fysshes
dysceyued by your crafty meanes and drawen vpon londe. ¶ Also that ye
breke noo mannys heggys in goynge abowte your dysportes : ne opyn noo
mannes gates but that ye shytte theym agayn. ¶ Also ye shall not vse
this for | sayd crafty dysporte for no couetysenes to thencreasynge
& spa | rynge of your money oonly / but pryncypally for your solace
& to cause the helthe of your body. and specyally of your soule.",1483-1600,57943
"They maintained the Fight for above six Hours, when _Misson_, enraged at
this Obstinacy, and fearing, if by Accident they should bring a Mast, or
Top-Mast, by the board, they would get from him. He was resolved to sink
the larger Ship of the two, and accordingly ordered his Men to bring all
their Guns to bear a Midship, then running close along Side of him, to
raise their Mettal; his Orders being punctually obey'd, he pour'd in a
Broad Side, which open'd such a Gap in the _Dutch_ Ship, that she went
directly to the Bottom, and every Man perish'd. He then mann'd his Bowsprit, brought his Sprit-sail Yard fore and aft,
and resolved to board the other, which the _Dutch_ perceiving, and
terrified with the unhappy Fate of their Comrade, thought a farther
Resistance vain, and immediately struck. _Misson_ gave them good
Quarters, though he was enraged at the Loss of 13 Men killed outright,
beside 9 wounded, of which 6 died. They found on board a great Quantity
of Gold and Silver Lace, brocade Silks, Silk Stockings, Bails of
Broad-Cloath, bazes of all Colours, and _Osnabrughs_.",1700-1800,7779
"JAMES CORNISH. Miscellaneous. NOTES ON BOOKS, SALES, CATALOGUES, ETC. When Mr. Wilkin, in the year 1836, gave to the world an edition of the
works of his illustrious townsman, Sir Thomas Browne, the critics were
unanimous in their praise both of the undertaking and of the manner in
which the editor had executed his task. It was felt that the writings of
so great a man--of one on whose style Johnson is supposed to have formed
his own--and whose _Religio Medici_ he eulogized for ""the novelty of the
paradoxes, the dignity of sentiment, the quick succession of images, the
multitude of abstruse allusions, the subtlety of disquisition, and the
strength of language"" to be found in it, ought to be made better known;
and Mr. Wilkin's endeavour to make them so was lauded as it deserved.",1800-1900,40171
"ii. pp. 14, 15, _et seq._

[60] East Hampton Records, vol. i. pp.",1600-1700,24046
"Adele had
hesitated before replying that it was in the strong box in his bedroom. It might be--or it might not. Here, at any rate, were obvious traces of
its owner--his letters and pipe on a side table, his service magazines
on the chair. If the V.C.",1900-2000,40897
"APPENDIX. _Head Quarters, Barbadoes, Wednesday, Jan. 22, 1794._

  Parole, ST. DOMINGO. C. S. WILLIAMSON. The Commander in Chief, having nearly finished all his arrangements to
open the campaign with vigour, thinks it necessary, during the few days
the troops remain at Barbadoes, to give out the orders proper for the
regulation and conduct of the troops; and he anxiously calls upon every
commanding officer of brigades, regiments, and corps, to support him in
the due and strict observance thereof.",1700-1800,38178
"only one short, perfunctory little peck, and it is all over--before my
eyes are hardly closed. ""However, hope has not entirely left me. After being so intimate with
Terry for seven years I ought surely to know something of his moods and
disposition; and I do hope and expect that he will in time grow weary of
roaming about and living the way he does now and that he will begin to
yearn for feminine influences and caprices and tyrannies, and I hope,
for mine in particular!... ""I should be much happier if I did not care for him so much, and I hope
that in time I may have only a strong friendly interest in him.",1900-2000,26719
"After which she came
back to Court, and commands the King as much as ever, and hath and doth
what she will. No longer ago than last night, there was a private
entertainment made for the King and Queen at the Duke of Buckingham's, and
she: was not invited: but being at my Lady Suffolk's, her aunt's (where my
Lady Jemimah and Lord Sandwich dined) yesterday, she was heard to say,
""Well; much good may it do them, and for all that I will be as merry as
they:"" and so she went home and caused a great supper to be prepared. And
after the King had been with the Queen at Wallingford House, he came to my
Lady Castlemaine's, and was there all night, and my Lord Sandwich with
him, which was the reason my Lord lay in town all night, which he has not
done a great while before.",1600-1700,4142
"Glad though I was that I had made her aware of
my sentiments towards her, I almost began to wish, if she were going
to avoid me, that I had deferred my explanation until we had reached
the settlement again. But I was destined to see her that night after
all. About ten o'clock, just as I was thinking of retiring to my own hut, I
heard a footstep behind my chair, and a moment later Alie, accompanied
by her dog, stood before me.",1800-1900,37948
"Under the sanction of existing legislation there was sent out from the
Agricultural Department during the last fiscal year enough of cabbage
seed to plant 19,200 acres of land, a sufficient quantity of beans to
plant 4,000 acres, beet seed enough to plant 2,500 acres, sweet corn
enough to plant 7,800 acres, sufficient cucumber seed to cover 2,025
acres with vines, and enough muskmelon and watermelon seeds to plant
2,675 acres. The total quantity of flower and vegetable seeds thus
distributed was contained in more than 9,000,000 packages, and they
were sufficient if planted to cover 89,596 acres of land. In view of these facts this enormous expenditure without legitimate
returns of benefit ought to be abolished.",1800-1900,5029
"48.] [Footnote 128: nose: See note , p. 157. [i.e. note 79.]]",1483-1600,901
"On that of lead was the following plain
inscription:

  THE HON. JOHN BYNG, ESQR. DIED MARCH 14th, 1756. As soon as his body was cold, it was put into his coffin, and sent on
shore to the Dock-yard in the evening; from whence it has been since
removed to the family burying-place at _South-Hill_ in _Bedfordshire_. Thus did this _unfortunate_ but _undaunted Gentleman_, arrive at a place
of rest, whose sentence explained, as an Epitaph, would do him honour; who
to the last moment asserted his innocence, and assured us that he has been
violently _persecuted_ by party rage; treated with many _unprecedented
indignities_ and _hardships_; _calumniated_ and _misrepresented_ to the
people, who had been prepossessed by the early intrigues of his _enemies_,
in order to _screen themselves_; and at last _sacrificed_, to appease the
_misguided resentment_ of the nation.",1700-1800,32290
