text,text_number,label
"numerous was their chivalry; At sight whereof the Fiend yet more presumed, And to our Saviour thus his words renewed:— “That thou may’st know I seek not to engage Thy virtue, and not every way secure On no slight grounds thy safety, hear and mark To what end I have brought thee hither, and shew 350 All this fair sight. Thy kingdom, though foretold By Prophet or by Angel, unless thou Endeavour, as thy father David did, Thou never shalt obtain: prediction still In all things, and all men, supposes means; Without means used, what it predicts revokes. But say",58,1600s
"eyes rolled up for a moment, then she nodded exhaustedly at him. ""Very good,"" she said. ""I just heard from Lisa. She says the indoor crews are on-schedule. They've got most of the animatronics dismantled, and they're taking down the glass in the Ballroom now."" The Ballroom ghost effects were accomplished by means of a giant pane of polished glass that laterally bisected the room. The Mansion had been built around it -- it was too big to take out in one piece. ""They say it'll be",8086,1900s
"were merely frank, friendly notes of travel; at first filled with gossip of the steamer, and later telling of excursions around Cairo. If they held any touch of feeling they seemed to show that she was sorry for him, and as she could not regard him in any way more calculated to increase his discouragement, he, in utter hopelessness, retreated to the solitude of the farm. In New York he left behind him two",1819,1800s
"must they do with them afterward? _Answ._ 1. It is their heinous sin to buy them, unless it be in charity to deliver them. 2. Having done it, undoubtedly they are presently bound to deliver them; because by right the man is his own, and therefore no man else can have just title to him. _Quest._ But may I not sell him again and make my money of him, seeing I leave him but as I found him? _Answ._ No; because when you have taken possession of",43800,1600s
"Chapter House, and repairs having become necessary in that building, a scaffolding was erected inside, the books being left on their shelves. One of the holes made in the wall for a scaffold-pole was selected by a pair of rats for their family residence. Here they formed a nest for their young ones by descending to the library shelves and biting away the leaves of various books. Snug and comfortable was the little household, until, one day, the builder's men having finished, the poles were removed, and--alas! for the",1302,1800s
"foes; But his almighty arm redeem'd The nation that he chose. 5 Israel, his people, and his sheep, Must follow where he calls; He bid them venture thro' the deep, And made the waves their walls. 6 The waters saw thee, mighty God! The waters saw thee come; Backward they fled, and frighted stood, To make thine armies room. 7 Strange was thy journey thro' the sea, Thy footsteps, Lord, unknown, Terrors attend the wondrous way That brings thy mercies down. 8 [Thy voice with",13166,1600s
"resurrection of the dead, the future state of this globe of earth, and such other things, which are by every one acknowledged to depend wholly on the determination of a free agent. The things that, as far as our observation reaches, we constantly find to proceed regularly, we may conclude do act by a law set them; but yet by a law that we know not: whereby, though causes work steadily, and effects constantly flow from them, yet their connexions and dependencies being not discoverable in our ideas, we can have but an",10616,1600s
"stood midway between Sixty Mile Post and the Stuart River; and men who made it a custom to travel the trail to Dawson, likened him to a robber baron, perched in his fortress and exacting toll from the caravans that used his ill-kept roads. Since a certain amount of history was required in the construction of this figure, the less cultured wayfarers from Stuart River were prone to describe him after a still more primordial fashion, in which a command of strong adjectives was to be",1655,1800s
"rebuilt the Palaces of the Suburbs in the _Chalcopratia_, as also in the Place call’d _Sycæ Jucundianæ_. If the Fault be not in _Procopius_, ’tis an Errour of _Stephanus_, who writes _Justinianæ_ for _Jucundianæ_. But ’tis plain, that _Stephanus_ wrote long before the Time of _Justinian_; so that if there be any Blunder, ’tis none of _Stephanus_, but _Hermolaus_, a Grammarian of _Constantinople_, who abridg’d the Commentaries of _Stephanus_, and dedicated them to _Justinian_. If I might give my Opinion, I should rather call it _Sycæ Justinianæ_,",53083,1400s
"it decides in your favour. You claimed twenty thousand francs, and it is my fault you did not get them. Come to-morrow, and I will pay you."" Chamillart, although then by no means rich, scraped together all the money he had, borrowing the rest, and paid the man as he had promised, only demanding that the matter should be kept a secret. But after this, feeling that billiards three times a week interfered with his legal duties, he surrendered part of them, and",3861,1600s
"she had caused. Much more, though she didn't know it yet. They went directly to their rooms and Marcus sent Wilbur inside, lingering at the door to talk with the girl. ""Should I come in?"" she asked hopefully. ""I'm really sorry about your legs."" ""You will not come in, Mary Ellen. I don't trust myself alone with you."" ""You mean it?"" ""I was never more sincere."" He almost believed it himself. ""We don't _have_ to get married if you're not going to be",22319,1900s
